,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
0,%67.68,%67.93,%68.78,%69.89,%70.09,%69.90,%69.76,%67.94,%67.78,%68.81,%70.20,%72.78,%71.43,%71.92,%71.97,%71.54,%72.81,%75.82,%75.00,%74.63,%68.75,%72.22,%76.00,%71.43,%62.50,%75.00,%66.67,%66.67,%100.00,%100.00,%0.00,%0.00,%0.00,%0.00,%0.00
